signal_date,ticker,name,sector,signal_price,current_price,pattern,jump_pct,vol_score,dist_52w,ts_pre,ts_now,ts_gain,rs21_vel,return_since_signal,days_held,status
2026-09-11,BBOX.NS,Black Box Limited,IT & Technology,800.8,766.4,A+B,7.5,8.0,-27.3,54,91,37,0.2,-4.3,6,ACTIVE
2026-09-11,A2ZINFRA.NS,A2Z Infra Engineering Limited,Infrastructure,15.3,15.01,B-TSJump,2.7,6.0,-22.9,42,73,31,4.2,-1.9,6,ACTIVE
2026-09-11,ARIHANTCAP.NS,Arihant Capital Markets Limited,Financial Services,79.0,81.21,B-TSJump,3.3,9.0,-34.2,30,61,31,-0.8,2.8,6,ACTIVE
2026-09-11,JBMA.NS,JBM Auto Limited,Auto,620.3,593.6,B-TSJump,2.7,9.0,-21.4,33,64,31,-0.7,-4.3,6,ACTIVE
2026-09-11,FINKURVE.NS,Finkurve Financial Services Limited,Financial Services,72.5,75.05,A+B,8.6,8.0,-46.3,2,29,27,-13.0,3.52,6,ACTIVE
2026-09-11,AWFIS.NS,Awfis Space Solutions Limited,Capital Goods,293.2,264.7,A+B,17.5,9.0,-54.1,0,25,25,15.0,-9.72,6,ACTIVE
2026-09-11,CRIZAC.NS,Crizac Limited,Hospitality,186.7,176.56,B-TSJump,3.9,6.0,-47.0,0,25,25,1.7,-5.43,6,ACTIVE
2026-09-14,ALLTIME.NS,All Time Plastics Limited,Consumer Goods,221.1,208.01,A-BigDay,5.2,7.0,-29.7,39,39,0,-3.5,-5.92,3,ACTIVE
2026-09-14,AWFIS.NS,Awfis Space Solutions Limited,Capital Goods,293.2,264.7,A-BigDay,17.5,9.0,-54.1,25,25,0,-1.9,-9.72,3,ACTIVE
2026-09-14,FINKURVE.NS,Finkurve Financial Services Limited,Financial Services,72.5,75.05,A-BigDay,8.6,8.0,-46.3,29,29,0,-19.8,3.52,3,ACTIVE
2026-09-14,HLEGLAS.NS,HLE Glascoat Limited,Capital Goods,404.4,415.65,A-BigDay,10.0,8.0,-38.9,77,77,0,-6.2,2.78,3,ACTIVE
2026-09-15,TATACHEM.NS,Tata Chemicals Limited,Chemicals,734.9,779.3,B-TSJump,20.0,6.0,-27.3,0,72,72,15.6,6.04,2,ACTIVE
2026-09-15,FSL.NS,Firstsource Solutions Limited,IT & Technology,283.4,273.1,A+B,14.4,10.0,-23.8,19,90,71,10.8,-3.63,2,ACTIVE
2026-09-15,TATAINVEST.NS,Tata Investment Corporation Limited,Financial Services,718.3,719.3,A+B,10.4,7.0,-39.0,1,59,58,9.1,0.14,2,ACTIVE
2026-09-15,BALAJITELE.NS,Balaji Telefilms Limited,Media,95.5,95.97,A+B,5.4,9.0,-32.4,29,61,32,0.9,0.49,2,ACTIVE
2026-09-15,HMAAGRO.NS,HMA Agro Industries Limited,Consumer Goods,23.4,23.08,A+B,16.6,8.0,-31.6,0,29,29,0.4,-1.37,2,ACTIVE
2026-09-15,GEEKAYWIRE.NS,Geekay Wires Limited,Capital Goods,29.3,33.46,A-BigDay,5.4,7.0,-22.1,75,77,2,2.3,14.2,2,ACTIVE
2026-09-16,AIROLAM.NS,Airo Lam Limited,Consumer Durables,88.5,86.15,A+B,5.1,8.0,-24.6,10,39,29,3.4,-2.66,1,ACTIVE
2026-09-16,ATAM.NS,Atam Valves Limited,Capital Goods,62.2,59.29,A+B,14.4,7.0,-43.6,0,27,27,-2.6,-4.68,1,ACTIVE
2026-09-16,HIKAL.NS,Hikal Limited,Pharma & Healthcare,224.4,225.29,A-BigDay,5.7,9.0,-20.4,65,92,27,2.3,0.4,1,ACTIVE
2026-09-16,PATANJALI.NS,Patanjali Foods Limited,Consumer Goods,365.0,354.45,A+B,7.8,9.0,-39.9,0,25,25,2.8,-2.89,1,ACTIVE
2026-09-16,HLEGLAS.NS,HLE Glascoat Limited,Capital Goods,416.9,415.65,A-BigDay,5.4,8.0,-37.0,76,78,2,8.4,-0.3,1,ACTIVE
2026-09-16,CSBBANK.NS,CSB Bank Limited,Banking,328.8,328.35,A-BigDay,10.9,9.0,-42.8,0,0,0,6.9,-0.14,1,ACTIVE
2026-09-17,CCAVENUE.NS,AvenuesAI Limited,IT & Technology,16.3,16.32,A+B,6.5,7.0,-20.4,30,89,59,4.5,0.12,0,ACTIVE
2026-09-17,EMKAY.NS,Emkay Global Financial Services Limited,Financial Services,248.9,248.95,B-TSJump,2.7,6.0,-38.9,3,59,56,-1.5,0.02,0,ACTIVE
2026-09-17,TEXRAIL.NS,Texmaco Rail & Engineering Limited,Infrastructure,111.7,111.69,B-TSJump,2.8,7.0,-26.5,18,74,56,-2.2,-0.01,0,ACTIVE
2026-09-17,BALUFORGE.NS,Balu Forge Industries Limited,Capital Goods,501.6,501.6,B-TSJump,3.8,8.0,-27.5,23,64,41,-1.7,0.0,0,ACTIVE
2026-09-17,HDFCLIFE.NS,HDFC Life Insurance Company Limited,Insurance,557.0,557.0,B-TSJump,5.1,6.0,-29.9,0,36,36,-0.1,0.0,0,ACTIVE
2026-09-17,AIRAN.NS,Airan Limited,IT & Technology,16.7,16.7,B-TSJump,6.2,6.0,-39.2,27,59,32,3.0,0.0,0,ACTIVE
2026-09-17,BALAJITELE.NS,Balaji Telefilms Limited,Media,96.0,95.97,B-TSJump,4.2,9.0,-32.1,30,62,32,1.3,-0.03,0,ACTIVE
2026-09-17,BLKASHYAP.NS,B.L. Kashyap and Sons Limited,Infrastructure,52.9,52.87,B-TSJump,3.0,6.0,-22.2,32,64,32,-2.9,-0.06,0,ACTIVE
2026-09-17,SENCO.NS,Senco Gold Limited,Consumer Durables,342.4,342.35,B-TSJump,3.0,9.0,-20.1,32,64,32,1.7,-0.01,0,ACTIVE
2026-09-17,BOROLTD.NS,Borosil Limited,Consumer Durables,253.4,253.4,B-TSJump,2.7,6.0,-36.3,26,57,31,-5.7,-0.0,0,ACTIVE
2026-09-17,FINKURVE.NS,Finkurve Financial Services Limited,Financial Services,75.1,75.05,B-TSJump,2.8,7.0,-44.4,29,60,31,0.7,-0.07,0,ACTIVE
2026-09-17,HBLENGINE.NS,HBL Engineering Limited,Capital Goods,756.8,756.75,A+B,7.4,8.0,-32.3,1,29,28,-3.4,-0.01,0,ACTIVE
2026-09-17,PURVA.NS,Puravankara Limited,Real Estate,218.2,218.23,B-TSJump,3.8,9.0,-24.0,17,44,27,-3.5,0.01,0,ACTIVE
2026-09-17,ATL.NS,Allcargo Terminals Limited,Infrastructure,24.5,24.5,B-TSJump,2.6,7.0,-39.5,3,29,26,-1.7,0.0,0,ACTIVE
2026-09-17,CUBEXTUB.NS,Cubex Tubings Limited,Metals & Mining,81.6,81.63,A+B,8.7,7.0,-43.2,0,24,24,6.0,0.04,0,ACTIVE
2026-09-17,JISLJALEQS.NS,Jain Irrigation Systems Limited,Capital Goods,30.2,30.2,B-TSJump,3.9,9.0,-48.8,0,24,24,-4.5,0.0,0,ACTIVE
2026-09-17,ABCOTS.NS,A B Cotspin India Limited,Textiles,210.8,210.83,B-TSJump,3.0,6.0,-58.2,0,22,22,-10.3,0.01,0,ACTIVE
2026-09-17,INDIACEM.NS,The India Cements Limited,Cement & Materials,351.7,351.7,A-BigDay,5.1,9.0,-27.6,0,9,9,1.8,0.0,0,ACTIVE
2026-09-17,TATACHEM.NS,Tata Chemicals Limited,Chemicals,779.3,779.3,A-BigDay,6.5,7.0,-22.9,71,75,4,6.4,-0.0,0,ACTIVE
2026-09-17,FOODSIN.NS,Foods and Inns Limited,Consumer Goods,54.8,54.79,A-BigDay,5.4,8.0,-41.0,0,2,2,4.4,-0.02,0,ACTIVE
2026-09-17,TATAINVEST.NS,Tata Investment Corporation Limited,Financial Services,719.3,719.3,A-BigDay,5.5,7.0,-39.0,57,59,2,1.0,-0.0,0,ACTIVE
2026-09-17,AWHCL.NS,Antony Waste Handling Cell Limited,Power & Utilities,379.6,379.6,A-BigDay,9.9,9.0,-38.3,0,0,0,5.5,0.0,0,ACTIVE
